S_No,Company_name,Website,Sector,Country,Source,Updated_at,Active,No_of_employees
1762,ProLeadsio Inc.,https://hexa.ai,Data & Analytics,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1763,"Auto Chilango, Inc.",https://autochilango.com,"FinTech, InsurTech, Mobile",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1764,Vidcaster Inc.,https://www.vidcaster.com,Social Media,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1765,"Caffeinated Labs, Inc.",https://craftcoffee.com,"Direct to Consumer, Subscription, Consumer",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1766,WayPay Inc.,https://waypay.ca,Payments,Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1767,"BB Technology Holding, Inc.",https://www.boatbound.co,Mobility,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1768,RestAR Ltd.,https://www.rest-ar.com,Social Media,Israel,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1769,Retailigence Corp.,https://retailigence.com,Data & Analytics,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1770,"Fitocracy, Inc.",https://fitocracy.com,Wellness,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1771,TRdata Limited,https://trdata.com,Real Estate,United Kingdom,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1772,Borrowed Sugar,https://loku.com,"Travel & Tourism, Social Impact",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1773,OneKitchen Holding Limited,https://joinonekitchen.com,"Content, Infrastructure",British Virgin Islands,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1774,Magalix Corporation,https://www.magalix.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1775,Social Media Broadcasts(SMB) Ltd.,https://www.klarity-analytics.com,Data & Analytics,Hong Kong,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1776,"Stop, Breathe & Think, PBC",https://www.stopbreathethink.com,Healthcare,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1777,"Remix Software, Inc.",https://getremix.com,Government,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1778,"Mocavo, Inc.",https://mocavo.com,Social Impact,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1779,Gentem Health Incorporated,https://gentem.com,Health Tech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1780,"Skillbridge, Inc.",https://www.skillbridge.co,"Content, HR Tech",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1781,"Transparent Financial Services, Inc.",https://feefighters.com,Payments,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1782,"Wove Technologies, Inc.",https://wove.com,Content,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1783,"Fullstack Academy, Inc.",https://fullstackacademy.com,HR Tech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1784,"HAT GSC, Inc.",https://gospotcheck.com,"No Code, SaaS",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1785,"AbbeyPost, Inc.",https://abbeypost.com,Fashion,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1786,"SupplyHog Holdings, LLC.",https://supplyhog.com,Construction,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1787,"SendHub, Inc.",https://sendhub.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1788,"Anyadir Education, Inc.",https://admissiontable.com,HR Tech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1789,Department of Better Technology Inc,https://dobt.co,Government,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1790,Discotheque Inc.,https://www.justdisco.com,HR Tech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1791,"BacklotCars, Inc.",https://backlotcars.com,Mobility,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1792,"WeDidIt, Inc.",https://wedid.it,FinTech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1793,"MobCom, Inc.",https://sendsonar.com,"Content, Developer Tools",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1794,Turnstyle Analytics Inc.,https://getturnstyle.com,"Content, Developer Tools",Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1795,"Fakespot, Inc.",https://www.fakespot.com,Cybersecurity,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1796,"HAAWK, Inc.",https://www.haawk.com,"AI/Machine Learning, AudioTech, Content",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1797,"Crocodoc, Inc.",https://crocodoc.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1798,CPM Games S.R.L,https://other-guys.com,Gaming,Argentina,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1799,"Fanbread, Inc.",https://fanbread.com,Content,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1800,Brainient Ltd.,https://brainient.com,Content,United Kingdom,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1801,"Lujure Media, Inc.",https://heyo.com,Content,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1802,"42Floors, Inc.",https://42floors.com,Real Estate,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1803,"Visually, Inc.",https://visual.ly,Social Media,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1804,Quipper Limited,https://quipper.com,Education,United Kingdom,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1805,"Homebot, Inc.",https://homebot.ai,Credit & Lending,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1806,"TaskRabbit, Inc.",https://taskrabbit.com,Supply Chain,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1807,"IMRSV, Inc.",https://imrsv.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1808,"Kinnek, Inc.",https://kinnek.com,Supply Chain,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1809,Behance Inc.,https://behance.net,Social Impact,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1810,"Kindara, Inc.",https://kindara.com,Health Tech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1811,Tripoto Travel Private Limited,https://www.tripoto.com,"Travel & Tourism, Social Impact",India,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1812,OneTrueFan Inc.,https://onetruefan.com,Data & Analytics,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1813,"BackType, Inc.",https://backtype.com,Data & Analytics,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1814,"Stormpulse, Inc.",https://stormpulse.com,Climate Tech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1815,Serious Fox Corp,https://userfox.com,Content,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1816,"PTA Networks, Inc.",https://thepta.com,"Travel & Tourism, Entertainment / Media",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1817,Papaya Holdings,https://www.cinepapaya.com,Payments,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1818,"The Atlas Marketplace, Co.",https://the-atlas.com,Government,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1819,"Alba Care, Inc.",https://alba-app.com,"Marketplace, Healthcare",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1820,"Clothes Horse, Inc.",https://www.clotheshor.se,Fashion,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1821,"Buc Mobile, Inc.",https://hookmobile.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1822,"WePay, Inc.",https://wepay.com,Payments,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1823,Villoid AS,https://villoid.com,"Fashion, Social Impact",Norway,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1824,"TasteSpace, LLC",https://tastespace.co,"Entertainment / Media, Social Impact",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1825,"Boxbee, Inc.",https://boxbee.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1826,MakerBot Industries LLC,https://makerbot.com,Social Media,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1827,"Foodspotting, Inc.",https://foodspotting.com,Social Impact,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1828,DropShip Commerce,https://www.dsco.io,Supply Chain,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1829,"Y&S, Inc.",https://www.reservaturno.com,Productivity,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1830,"Palaran, Inc.",https://lexity.com,Content,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1831,"VCNC Co., Ltd.",https://between.us,Social Impact,South Korea,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1832,"Binpress, Inc.",https://binpress.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1833,"BeaconsInSpace, Inc.",https://fysical.com,Data & Analytics,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1834,Whiplash Merchandising Inc.,https://whiplashmerch.com,Supply Chain,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1835,Causera Inc.,https://www.simplycircle.com,Social Impact,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1836,OxfordCaps Pte Ltd,https://oxfordcaps.com,Real Estate,India,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1837,"Mygola, Inc.",https://mygola.com,Travel & Tourism,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1838,Iconfinder ApS,https://iconfinder.com,Developer Tools,Denmark,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1839,Eventtus Inc.,https://eventtus.com,HR Tech,United Arab Emirates,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1840,"FriendlyData, Inc.",https://friendlydata.io,Productivity,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1841,"OtherInbox, Inc.",https://otherinbox.com,Productivity,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1842,RolePoint Inc.,https://rolepoint.com,HR Tech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1843,"Beeem, Inc",https://tinypost.co,Social Impact,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1844,"BotSociety, Inc.",https://botsociety.io,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1845,"Unwind Me, Inc.",https://unwind.me,"Health Tech, Wellness, Healthcare",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1846,Erply Limited,https://erply.com,Supply Chain,United Kingdom,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1847,"Reesio, Inc.",https://reesio.com,Real Estate,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1848,"eSpark, Inc.",https://esparklearning.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1849,Mercury Technologies,https://mercury.com,,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1850,"Ajar Online Holdings, Ltd.",https://www.ajar.com.kw,Real Estate,British Virgin Islands,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1851,"Fine Folks, Inc.",https://wittlebee.com,Fashion,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1852,UpCode Academy Pte. Ltd.,https://40tasks.com,Content,Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1853,Tasytt Inc.,https://obie.ai,"AI/Machine Learning, Enterprise",Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1854,"Worldly Developments, Inc.",https://plancast.com,"Entertainment / Media, Social Impact",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1855,Bloomthis Holdings Pte Ltd,https://bloomthis.co,,Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1856,Chatter Research Inc.,https://chatterresearch.com,Data & Analytics,Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1857,"MogoTix, Inc.",https://mogotix.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1858,TrouveMoiUnPro inc.,https://www.smartreno.com,Construction,Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1859,"Cooleaf, Inc.",https://www.cooleaf.com,HR Tech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1860,"Ramper, Inc",https://www.ramper.xyz,,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1861,waffl.com Inc,https://postling.com,Social Impact,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1862,jobpal Ltd,https://jobpal.ai,HR Tech,United Kingdom,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1863,"Encore HQ, Inc.",https://encorealert.com,Data & Analytics,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1864,Lightyear Corporation,https://www.lightyear.io,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1865,"Winc, Inc.",https://www.winc.com,,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1866,"Pocket Menu Co., Ltd.",https://pocket-concierge.jp,Travel & Tourism,Japan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1867,Votizen Inc,https://www.votizen.com,Government,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1868,"Epic! Creations, Inc.",https://www.getepic.com,Education,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1869,Khush,https://www.khu.sh,Social Media,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1870,"Safe Shepherd, LLC.",https://safeshepherd.com,Cybersecurity,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1871,Juxta Labs Inc.,https://juxtalabs.com,Social Impact,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1872,"WaystoCap, Inc.",https://www.waystocap.com,,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1873,"Cadee Software, Inc.",https://cadee.co,Social Impact,Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1874,Pongalo Inc.,https://www.pongalo.com,Entertainment / Media,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1875,"Pop Up Archive, Inc.",https://popuparchive.com,Social Media,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1876,Food Advisor Sdn Bhd,https://foodadvisor.my,Travel & Tourism,Malaysia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1877,Jeeran Holdings,https://jeeran.com,"Travel & Tourism, Social Impact",British Virgin Islands,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1878,"Tello, Inc.",https://tello.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1879,"Goods Platform, Inc.",https://www.autonomous.ai,Infrastructure,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1880,"Avocode, Inc.",https://www.avocode.com,"Enterprise, Productivity, SaaS",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1881,"LaunchRock, Inc.",https://launchrock.com,Content,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1882,LendSquare USA Inc,https://lendsquare.com,Credit & Lending,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1883,"AstroPrint, Inc.",https://www.astroprint.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1884,RegulusTechnologies株式会社,https://regulus-technologies.co.jp,"Productivity, HR Tech",Japan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1885,First Job,https://firstjob.me/,,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1886,Wishbird Experiences SAPI de CV.,https://wishbird.com.mx,Travel & Tourism,Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1887,"Teleborder, Inc.",https://teleborder.com,HR Tech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1888,"CyberPsyc Software Solutions, Inc.",https://mywelltrack.com,Healthcare,Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1889,Payment24 Group Proprietary Limited,https://payment24.co,"CloudTech, FinTech, Payments, Mobility",South Africa,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1890,"ChirpMe, Inc.",https://chirpme.com,Social Impact,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1891,Maiden Marketing India Pvt Ltd,https://pokkt.com,Payments,Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1892,Seekster Company Limited,https://seekster.co,"Marketplace, B2B Marketplaces",Thailand,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1893,Apigy Inc.,https://lockitron.com,Cybersecurity,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1894,"Setter, Inc.",https://setter.com,Real Estate,Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1895,Cloudpipes Ltd,https://www.cloudpipes.com,Developer Tools,United Kingdom,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1896,"This is L., Inc.",https://thisisl.com,Healthcare,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1897,Kudo Digital Solutions Pte. Ltd.,https://kudo.co.id,Payments,Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1898,Littlefund Inc.,https://littlefund.co,FinTech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1899,Open Air Publishing Inc.,https://openairpub.com,Education,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1900,Deal Connect Inc.,https://deal-connect.co.jp,"Productivity, Supply Chain",Japan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1901,"Gluwa, Inc.",https://gluwa.com,"Cybersecurity, FinTech, Web 3",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1902,"Jetway, Inc.",https://nextravel.com,Travel & Tourism,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1903,Booth FinTech Pvt. Ltd.,https://instapaisa.com,"Credit & Lending, FinTech",India,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1904,Hipflat Pte Ltd,https://hipflat.co.th,Real Estate,Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1905,Textaurant Corp.,https://textaurant.com,Content,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1906,PT Dapur Berry Indonesia,https://berrykitchen.com,Mobility,Indonesia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1907,"Cloudability, Inc.",https://cloudability.com,"Developer Tools, FinTech",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1908,Navut Inc,https://www.nestready.co,Real Estate,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1909,Breaker Co. Ltd,https://brkr.jp,"Creative Industry, Social Media",Japan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1910,Earth Education Valley Pvt Ltd.,https://edukart.com,HR Tech,India,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1911,"Cucumbertown, Inc.",https://cucumbertown.com,Content,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1912,Mi Dulce Hogar Soluciones Domésticas S.A.P.I de C.V,https://www.midulcehogar.mx,HR Tech,Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1913,Insightful Pvt. Ltd.,https://targetingmantra.com,Content,India,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1914,WAH Holidays Pvt Ltd,https://weareholidays.com,Travel & Tourism,India,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1915,Sqoot Inc,https://sqoot.com,"Content, Developer Tools",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1916,"SoundBetter, Inc.",https://soundbetter.com,Social Media,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1917,Usetrace Ltd,https://usetrace.com,Developer Tools,Finland,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1918,Tappy Pte. Ltd,https://www.tappy.co,"Entertainment / Media, Social Impact",Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1919,HelloFlo Inc,https://helloflo.com,Healthcare,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1920,"Recurly, Inc.",https://recurly.com,FinTech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1921,Oneforty Inc.,https://oneforty.com,Social Impact,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1922,"StackSocial, Inc",https://stacksocial.com,Content,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1923,Amazegroup Inc,https://unikrn.com,"Gambling, Gaming",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1924,Ninja Blocks Pty Ltd,https://ninjablocks.com,Real Estate,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1925,Snips SAS,https://snips.ai,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1926,Holor Media Inc.,https://www.holor.com,Entertainment / Media,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1927,Smart Toy LLC,https://ubooly.com,Education,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1928,Gathering Inc.,https://rizefs.com,FinTech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1929,"CakeHealth, Inc.",https://cakehealth.com,Healthcare,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1930,"MonkeyLearn, LLC",https://monkeylearn.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1931,"Vessel Group, Inc.",https://vessel.io,"Data & Analytics, Developer Tools",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1932,"Incredible Labs, Inc.",https://incredible.io,Productivity,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1933,"Pacifica Labs, Inc.",https://thinkpacifica.com,Healthcare,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1934,"FanBridge, Inc.",https://fanbridge.com,Content,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1935,DROPT INC.,https://pict.com,Social Media,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1936,"Human.co, Inc.",https://human.co,"Health Tech, Wellness",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1937,"GoSmith, Inc.",https://gosmith.com,Real Estate,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1938,"Nodal Industries, LLC",https://nodalsecurity.com,Cybersecurity,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1939,"Allevi, Inc.",https://www.allevi3d.com,BioTech & Life Sciences,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
1940,"WhereFor, Inc.",https://wherefor.com,Travel & Tourism,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
